"Gene > Gene Name","Gene > WormBase Gene ID","Gene > GO Annotation > Ontology Term > Identifier","Gene > GO Annotation > Ontology Term > Name","Gene > GO Annotation > Ontology Term > Description"
"sdc-1","WBGene00004745","GO:0007530","sex determination","Any process that establishes and transmits the specification of sexual status of an individual organism."
"sdc-1","WBGene00004745","GO:0007548","sex differentiation","The establishment of the sex of an organism by physical differentiation."
"sdc-1","WBGene00004745","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."
"sdc-1","WBGene00004745","GO:0042464","dosage compensation by hypoactivation of X chromosome","Compensating for the two-fold variation in X:autosome chromosome ratios between sexes by an inactivation of a proportion of genes on both of the X chromosomes of the XX sex, leading to a decrease, of half, of the levels of gene expression from these chromosomes. An example of this process is found in Caenorhabditis elegans."
"sdc-1","WBGene00004745","GO:0043565","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"sdc-1","WBGene00004745","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"sdc-1","WBGene00004745","GO:0051571","positive regulation of histone H3-K4 methylation","Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."
"sdz-12","WBGene00017406","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."
"sdz-12","WBGene00017406","GO:0003700","DNA-binding transcription factor activity","A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"sdz-12","WBGene00017406","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"sdz-12","WBGene00017406","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"sea-1","WBGene00004750","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."
"sea-1","WBGene00004750","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."
"sea-1","WBGene00004750","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"sea-1","WBGene00004750","GO:0001708","cell fate specification","The process involved in the specification of cell identity. Once specification has taken place, a cell will be committed to differentiate down a specific pathway if left in its normal environment."
"sea-1","WBGene00004750","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"sea-1","WBGene00004750","GO:0003700","DNA-binding transcription factor activity","A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"sea-1","WBGene00004750","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"sea-1","WBGene00004750","GO:0006355","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"sea-1","WBGene00004750","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"sea-1","WBGene00004750","GO:0007530","sex determination","Any process that establishes and transmits the specification of sexual status of an individual organism."
"sea-1","WBGene00004750","GO:0042464","dosage compensation by hypoactivation of X chromosome","Compensating for the two-fold variation in X:autosome chromosome ratios between sexes by an inactivation of a proportion of genes on both of the X chromosomes of the XX sex, leading to a decrease, of half, of the levels of gene expression from these chromosomes. An example of this process is found in Caenorhabditis elegans."
"sea-1","WBGene00004750","GO:0045944","positive regulation of transcription by RNA polymerase II","Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"sel-7","WBGene00004764","GO:0000122","negative regulation of transcription by RNA polymerase II","Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."
"sel-7","WBGene00004764","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
